MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,4,60,8520,1,0,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,0,0,3,4,0,3,3,1,1,0,1,0,624,624,1,4,1,4,720,0,0,720,0,0,1,0,2,1,3,5,6,0,0,6,2005,3,2,484,3,3,2,106,0,0,0,0,0,0,0,0,0,5,2010,8,4,105900
50,3,60,8400,1,0,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,0,0,3,3,1,3,3,1,2,388,1,0,552,940,1,5,1,4,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,4,2,1940,3,1,240,3,3,2,0,0,108,0,0,0,0,0,0,0,6,2006,8,4,140000
20,3,105,11249,1,0,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,0,0,4,4,2,4,4,1,5,334,4,544,322,1200,1,5,1,4,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,0,2,1995,2,2,521,3,3,2,0,26,0,0,0,0,0,0,0,0,8,2007,8,4,177500
20,3,70,9248,1,0,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,2,106,3,3,2,4,3,1,6,560,1,0,598,1158,1,4,1,4,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,0,2,1992,2,2,400,3,3,2,120,26,0,0,0,0,0,0,0,0,7,2009,8,4,173000
120,4,44,4224,1,0,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,0,0,3,3,2,4,3,1,5,874,1,0,268,1142,1,3,1,4,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,1,2,1976,1,2,528,3,3,2,536,90,0,0,0,0,0,3,0,0,8,2007,8,4,134000
80,3,92,6930,1,0,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,2,120,3,3,1,3,3,3,4,300,3,294,468,1062,1,5,1,1,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,0,4,1958,3,1,288,3,3,2,168,0,294,0,0,0,0,0,0,0,7,2006,8,0,130000
60,3,78,12011,1,0,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,2,530,4,3,2,4,3,3,6,956,1,0,130,1086,1,5,1,4,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,3,2,1998,2,2,592,3,3,2,208,75,0,0,374,0,0,0,0,0,6,2006,8,4,280000
85,3,70,7540,1,0,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,0,0,3,3,1,4,3,3,6,773,1,0,115,888,1,5,1,4,912,0,0,912,1,0,1,0,2,1,3,5,6,1,3,2,1978,2,2,470,3,3,2,0,0,0,0,192,0,0,3,0,0,6,2007,8,4,156000
50,3,70,9144,1,2,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,0,0,3,3,1,3,3,1,3,399,1,0,484,883,1,4,1,4,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,0,6,1940,3,1,240,3,3,0,0,0,0,0,0,0,0,0,0,0,7,2008,8,4,145000
85,3,64,7301,1,0,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,2,500,4,3,3,0,0,0,0,0,0,0,0,0,1,5,1,4,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,5,4,2003,2,2,672,3,3,2,0,0,177,0,0,0,0,0,0,0,7,2009,3,4,198500
160,4,21,1680,1,0,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,1,6,6,2,510,3,3,1,3,3,1,5,162,1,0,321,483,1,4,1,4,483,504,0,987,0,0,1,1,2,1,2,5,6,0,0,6,1972,3,1,264,3,3,2,250,0,0,0,0,0,0,0,0,0,5,2009,8,4,118000
60,3,70,18800,1,0,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,2,120,3,3,2,4,3,2,6,712,1,0,84,796,1,3,1,4,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,3,2,1976,1,2,566,3,3,2,306,111,0,0,0,0,0,0,0,0,7,2006,8,4,190000
70,4,59,10690,1,0,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,0,0,3,4,1,3,2,1,3,456,1,0,216,672,1,4,1,0,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,0,6,1964,3,1,468,3,2,2,0,128,218,0,0,0,0,0,0,0,7,2009,8,4,147000
20,3,70,9500,1,0,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,2,247,3,3,1,4,3,1,4,609,1,0,785,1394,1,4,1,4,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,4,2,1963,2,2,514,3,3,2,0,76,0,0,185,0,0,0,0,0,7,2009,8,4,159000
80,3,101,9150,1,0,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,2,305,3,3,1,4,3,4,6,371,1,0,728,1099,1,4,1,4,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,4,3,1962,2,1,296,3,3,2,64,110,0,0,0,0,0,0,0,0,12,2008,8,4,165000
20,3,78,7800,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,2,200,3,3,2,3,3,1,2,540,1,0,728,1268,1,4,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,4,2,1954,1,1,244,3,3,2,0,98,0,0,0,0,0,0,0,0,3,2010,8,4,132000
20,3,70,9830,1,0,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,0,0,3,4,1,3,3,1,5,72,3,258,733,1063,1,5,1,4,1287,0,0,1287,1,0,1,0,3,1,2,7,6,1,4,6,1997,1,2,576,3,3,2,364,17,0,0,182,0,0,0,0,0,3,2010,8,4,162000
60,3,70,8121,1,0,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,0,0,3,3,2,4,3,1,1,0,1,0,953,953,1,5,1,4,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,3,2,2000,2,2,460,3,3,2,100,40,0,0,0,0,0,0,0,0,1,2006,8,4,172400
50,3,80,17120,1,0,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,3,1,4,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,4,6,1991,1,2,680,3,3,0,0,59,0,0,0,0,0,0,0,0,7,2008,8,4,134432
120,3,50,7175,1,0,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,0,0,3,3,1,4,3,1,5,623,2,121,0,744,1,3,1,4,752,0,0,752,1,0,1,0,2,1,3,4,6,0,0,2,1984,3,1,264,3,3,2,353,0,0,0,90,0,0,3,0,0,2,2010,8,4,125000
20,3,79,10634,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,0,0,3,3,2,3,3,1,4,428,2,180,0,608,1,3,1,4,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,0,2,1953,3,1,270,3,3,2,66,0,0,0,0,0,0,2,0,0,11,2009,8,4,123000
60,3,65,8200,1,0,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,0,0,4,3,2,4,3,1,1,0,1,0,847,847,1,5,1,4,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,4,4,2003,1,2,434,3,3,2,100,48,0,0,0,0,0,0,0,0,7,2007,8,4,219500
30,3,70,10020,1,0,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,0,0,2,2,0,2,1,4,4,350,1,0,333,683,1,4,0,0,904,0,0,904,1,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2009,8,4,61000
85,3,57,8846,1,0,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,0,0,4,3,2,4,3,3,6,298,1,0,572,870,1,5,1,4,914,0,0,914,0,0,1,0,2,1,3,5,6,0,0,6,1998,3,2,576,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2006,8,4,148000
60,1,102,11143,1,0,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,0,0,4,3,2,4,3,1,1,0,1,0,1580,1580,1,5,1,4,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,4,2,2004,2,2,610,3,3,2,159,214,0,0,0,0,0,0,0,0,12,2007,8,4,340000
20,3,88,11394,1,0,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,3,350,4,3,2,5,3,3,6,1445,1,0,411,1856,1,5,1,4,1856,0,0,1856,1,0,1,1,1,1,0,8,6,1,5,2,2010,1,3,834,3,3,2,113,0,0,0,0,0,0,0,0,0,6,2010,6,5,394432
60,3,60,8123,1,0,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,2,16,3,3,2,4,3,1,1,0,1,0,982,982,1,5,1,4,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,3,2,2000,1,2,463,3,3,2,100,63,0,0,0,0,0,0,0,0,6,2009,8,4,179000
50,3,50,5000,1,2,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,0,0,3,3,0,3,3,1,2,218,1,0,808,1026,1,3,1,4,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,4,6,1924,3,1,308,3,3,2,0,0,242,0,0,0,0,0,0,0,5,2010,8,4,127000
20,1,60,7200,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,0,0,4,3,2,4,4,1,1,0,1,0,1293,1293,1,5,1,4,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,4,2,2006,2,2,572,3,3,2,216,121,0,0,0,0,0,0,0,0,8,2006,6,5,187750
60,3,79,9245,1,0,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,0,0,4,3,2,4,3,3,1,0,1,0,939,939,1,5,1,4,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,0,2,2006,2,2,639,3,3,2,144,53,0,0,0,0,0,0,0,0,4,2007,8,4,213500
45,2,60,9000,1,0,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,0,0,3,3,0,2,2,1,1,0,1,0,784,784,1,3,0,0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,0,6,1950,3,2,360,2,2,0,0,0,91,0,0,0,0,0,0,0,10,2009,8,4,76000
60,3,70,53107,1,0,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,0,0,4,3,2,4,3,3,6,985,1,0,595,1580,1,5,1,4,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,2,2,1992,1,2,501,3,3,2,216,231,0,0,0,0,0,0,0,0,6,2007,8,4,240000
120,3,43,3182,1,0,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,2,16,4,3,2,4,3,1,6,24,1,0,1232,1256,1,5,1,4,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,3,2,2004,1,2,430,3,3,2,146,20,0,0,144,0,0,0,0,0,4,2010,8,4,192000
50,3,58,8410,1,0,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,0,0,3,2,2,3,3,1,1,0,1,0,658,658,1,3,1,4,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,5,2006,8,1,81000
80,3,72,7200,1,0,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,2,255,3,3,1,3,3,3,5,631,1,0,410,1041,1,5,1,4,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,2,6,1977,3,1,352,3,3,2,296,0,0,0,0,0,0,2,0,0,10,2009,8,0,125000
20,3,93,9382,1,0,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,2,125,4,3,2,4,3,1,1,0,1,0,1468,1468,1,5,1,4,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,0,2,1999,2,2,577,3,3,2,120,25,0,0,0,0,0,0,0,0,7,2008,8,4,191000
60,3,96,12474,1,0,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,1,12,13,3,272,5,3,2,5,3,3,6,1280,1,0,402,1682,1,5,1,4,1742,590,0,2332,1,0,2,1,3,1,0,9,6,1,5,4,2008,1,3,846,3,3,2,196,134,0,0,0,0,0,0,0,0,8,2008,6,5,426000
50,3,50,8405,1,1,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,0,0,3,3,0,3,4,1,3,241,4,391,229,861,1,5,1,4,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,0,6,1978,3,1,384,3,3,2,0,130,112,0,0,0,0,3,0,0,4,2008,8,4,119000
60,3,71,12209,1,0,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,0,0,3,3,2,5,3,1,5,690,1,0,114,804,1,5,1,4,804,1157,0,1961,1,0,2,1,3,1,2,7,6,1,3,4,2001,1,2,560,3,3,2,125,192,0,0,0,0,0,0,0,0,6,2009,8,4,215000
20,3,70,8339,1,0,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,3,1,4,882,0,0,882,0,0,1,0,3,1,3,5,6,0,0,2,1959,2,1,294,3,3,2,0,0,0,0,0,0,0,3,1,1200,7,2007,8,4,106500
30,3,70,7446,1,0,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,0,0,3,3,1,3,3,1,3,266,1,0,522,788,1,3,1,0,788,0,0,788,0,0,1,0,2,1,3,4,6,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,2006,8,0,100000
50,3,60,10134,1,0,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,0,0,3,3,1,3,3,1,1,0,1,0,735,735,1,4,1,0,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,0,6,1940,3,1,240,3,3,2,0,39,0,0,0,0,0,0,0,0,7,2007,8,4,109000
20,3,68,9571,1,0,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,0,0,3,3,1,3,3,3,4,739,1,0,405,1144,1,3,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,0,2,1956,3,1,596,3,3,2,44,0,0,0,0,0,0,0,0,0,6,2010,8,4,129000
20,3,60,7200,1,0,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,0,0,3,3,1,3,3,3,3,777,1,0,117,894,1,3,1,4,894,0,0,894,0,0,1,0,2,1,3,6,6,0,0,6,1985,2,2,600,3,3,2,215,0,0,0,0,0,0,0,0,0,9,2009,8,4,123000
60,3,69,7590,1,0,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,2,288,3,3,1,3,3,1,5,540,1,0,324,864,1,3,1,4,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,3,2,1962,2,1,264,3,3,2,0,168,0,0,0,0,0,0,0,0,7,2007,8,4,169500
30,4,60,8967,1,0,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,0,0,3,2,0,2,1,1,1,0,1,0,961,961,1,4,1,3,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,0,6,1920,3,1,338,1,1,0,0,0,0,0,0,0,0,0,0,0,11,2007,8,0,67000
60,1,65,8125,1,0,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,3,100,4,3,2,4,3,1,6,812,1,0,280,1092,1,5,1,4,1112,438,0,1550,1,0,2,0,2,1,2,7,6,0,0,2,2007,1,2,438,3,3,2,0,168,0,0,0,0,0,0,0,0,10,2009,8,4,241000
120,3,38,14963,1,0,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,0,0,4,3,2,4,3,1,6,786,1,0,474,1260,1,5,1,4,1288,0,0,1288,1,0,1,1,1,1,0,4,6,2,4,2,1996,1,2,500,3,3,2,120,30,0,0,224,0,0,0,0,0,12,2008,8,4,245500
20,3,65,8767,1,0,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,0,0,4,3,2,4,3,3,6,24,1,0,1286,1310,1,5,1,4,1310,0,0,1310,0,0,2,0,3,1,2,6,6,1,4,2,2005,1,2,400,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2006,6,5,164990
30,3,60,10200,1,0,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,0,0,3,3,2,3,3,1,1,0,1,0,672,672,1,5,1,4,672,0,0,672,0,0,1,0,2,1,3,4,6,0,0,6,1940,3,1,240,3,3,0,168,0,0,0,0,0,0,4,0,0,8,2008,8,4,108000
60,3,93,12090,1,0,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,2,650,4,3,2,4,3,1,1,0,1,0,1141,1141,1,4,1,4,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,3,4,1998,1,2,420,3,3,2,144,123,0,0,0,0,0,0,0,0,7,2006,8,0,258000
60,3,70,10364,1,0,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,0,0,3,3,2,4,3,1,1,0,1,0,806,806,1,4,1,4,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,3,4,1995,1,2,373,3,3,2,0,40,0,0,0,0,0,0,0,0,5,2007,8,4,168000
20,3,70,9991,1,0,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,0,0,3,3,1,3,3,1,4,1116,1,0,165,1281,1,5,1,4,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,3,2,1993,3,2,490,3,3,2,120,78,0,0,0,0,0,2,0,0,6,2009,8,4,150000
50,3,51,10480,1,0,3,3,0,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,0,0,3,3,0,3,3,1,1,0,1,0,1064,1064,1,5,1,0,1166,0,473,1639,0,0,1,0,3,1,3,6,1,0,0,6,1936,3,1,240,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2008,8,4,115000
70,3,63,15576,1,0,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,0,0,3,3,0,4,3,1,1,0,1,0,840,840,1,5,1,4,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,0,2,1960,3,1,308,3,3,2,0,0,160,0,0,0,0,0,0,0,3,2008,8,4,177000
60,3,109,14154,1,0,3,3,0,0,0,16,2,2,0,5,7,5,2006,2006,1,1,12,13,2,350,4,3,2,5,4,1,1,0,1,0,1063,1063,1,5,1,4,1071,1101,0,2172,0,0,2,1,3,1,2,9,6,1,4,2,2006,2,3,947,3,3,2,192,62,0,0,0,0,0,0,0,0,8,2007,6,5,280000
60,1,85,10800,1,0,3,3,0,4,0,21,2,2,0,5,8,5,2007,2008,1,1,12,13,3,100,4,3,2,5,3,1,6,789,1,0,245,1034,1,5,1,4,1050,1028,0,2078,1,0,2,1,3,1,0,8,6,1,4,2,2008,1,3,836,3,3,2,0,102,0,0,0,0,0,0,0,0,4,2008,6,5,339750
20,3,68,9571,1,0,3,3,0,4,0,7,2,2,0,2,5,3,1958,1958,1,1,2,2,0,0,3,2,1,3,2,1,1,0,1,0,1276,1276,1,3,1,0,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,0,2,1958,3,1,350,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,0,0,60000
190,3,100,34650,1,0,3,0,0,4,0,8,2,2,1,2,5,5,1955,1955,3,1,13,14,0,0,3,3,1,3,3,2,3,1056,1,0,0,1056,1,3,0,4,1056,0,0,1056,1,0,1,0,3,1,3,5,6,0,0,2,1955,1,2,572,3,3,2,264,0,0,0,0,0,0,0,0,0,1,2006,8,4,145000
20,1,70,4403,1,0,1,3,0,4,0,21,2,2,0,2,7,5,2009,2009,1,1,8,8,3,432,5,3,2,5,3,3,6,578,1,0,892,1470,1,5,1,4,1478,0,0,1478,1,0,2,1,2,1,2,7,6,1,4,2,2009,1,2,484,3,3,2,0,144,0,0,0,0,0,0,0,0,6,2010,6,5,222000
30,4,56,8960,1,1,3,3,0,4,0,17,0,2,0,2,5,6,1927,1950,1,1,14,15,0,0,3,3,1,3,3,1,1,0,1,0,1008,1008,1,4,1,0,1028,0,0,1028,0,0,1,0,2,1,3,5,6,1,4,6,1927,3,2,360,3,3,2,0,0,130,0,0,0,0,0,0,0,3,2010,8,4,115000
60,3,59,11228,1,0,1,3,0,1,0,20,2,2,0,5,7,5,1993,1993,1,1,12,13,0,0,4,3,2,4,3,1,4,50,6,531,499,1080,1,5,1,4,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,3,2,1993,3,3,678,3,3,2,196,187,0,0,0,0,0,0,0,0,12,2008,8,4,228000
20,3,73,8899,1,0,0,3,0,4,0,8,2,2,0,2,7,5,2007,2007,1,1,12,13,0,0,4,3,2,4,3,3,6,24,1,0,1316,1340,1,5,1,4,1340,0,0,1340,0,0,2,0,3,1,2,6,6,0,0,2,2007,1,2,396,3,3,2,100,30,0,0,0,0,0,0,0,0,8,2007,6,5,181134
60,3,74,7844,1,0,3,3,0,4,0,19,2,2,0,5,6,7,1978,1978,3,1,6,6,2,203,3,3,1,3,3,1,5,209,1,0,463,672,1,3,1,4,672,728,0,1400,0,0,1,1,3,1,3,6,6,1,3,2,1978,1,2,440,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2006,8,4,149500
70,3,86,22420,1,0,0,3,0,4,0,6,1,2,0,5,6,6,1918,1950,3,1,13,12,0,0,3,3,0,4,3,1,4,1128,1,0,242,1370,2,3,0,0,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,4,6,1918,3,3,864,3,3,0,0,0,0,0,0,0,0,0,0,0,11,2007,8,4,239000
50,3,60,8160,1,0,3,3,0,4,0,7,2,2,0,0,5,6,1940,1950,1,1,8,8,0,0,3,3,0,3,3,1,5,312,1,0,444,756,1,2,0,1,756,378,0,1134,1,0,1,1,3,1,3,7,6,0,0,6,1940,3,1,240,3,3,1,0,0,0,0,0,0,0,0,0,0,4,2007,8,1,126000
20,3,65,8450,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1968,1968,1,1,12,13,0,0,3,3,1,3,3,1,4,775,1,0,281,1056,1,5,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,6,1,2,2,1968,3,1,304,3,3,2,0,85,184,0,0,0,0,0,0,0,7,2010,8,4,142000
90,4,78,7060,1,0,3,3,0,4,0,11,2,2,2,6,7,5,1997,1998,1,1,12,13,2,200,3,4,2,4,4,4,6,1309,1,0,35,1344,1,5,1,4,1344,0,0,1344,2,0,2,0,2,2,3,8,6,0,0,2,1997,1,4,784,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,8,2,206300
20,3,70,16635,1,0,0,3,0,2,0,14,2,2,0,2,6,7,1977,2000,1,1,5,5,3,126,4,3,1,4,3,1,5,1246,1,0,356,1602,1,4,1,4,1602,0,0,1602,0,1,2,0,3,1,2,8,6,1,3,2,1977,1,2,529,3,3,2,240,0,0,0,0,0,0,0,0,0,6,2009,8,4,215000
20,3,100,21750,1,0,3,1,0,4,1,11,0,2,0,2,5,5,1954,1954,3,1,6,6,0,0,3,3,1,3,3,1,1,0,1,0,988,988,1,5,1,0,988,0,0,988,0,0,1,0,2,1,3,4,6,0,0,2,1954,2,2,520,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2008,8,4,113000
60,3,80,9200,1,0,3,3,0,4,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,2,473,4,3,2,4,3,1,6,986,1,0,484,1470,1,4,1,4,1470,1160,0,2630,1,0,2,1,4,1,2,8,6,1,3,2,1998,1,3,696,3,3,2,0,66,0,0,0,0,0,0,0,0,6,2008,8,4,315000
20,3,72,9000,1,0,3,3,0,4,0,12,2,2,0,2,6,5,1956,1956,1,1,13,14,2,74,3,3,1,4,3,1,2,616,1,0,580,1196,1,4,1,0,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,4,2,1956,2,1,297,3,3,2,0,44,0,0,0,0,0,0,0,0,5,2008,8,4,139000
60,4,60,3378,1,1,3,1,0,4,0,17,2,2,0,5,7,8,1946,1992,1,1,6,6,0,0,3,4,1,3,3,1,1,0,1,0,651,651,1,4,1,4,707,682,0,1389,0,0,1,1,3,1,3,6,6,2,4,6,1947,3,1,240,3,3,1,0,0,126,0,0,0,0,0,0,0,9,2009,8,4,135000
80,3,70,12800,1,0,3,2,0,4,1,20,2,2,0,7,7,5,1989,1989,1,1,13,14,2,145,4,3,2,4,3,4,6,1518,1,0,0,1518,1,4,1,4,1644,0,0,1644,1,1,2,0,2,1,2,5,6,1,3,2,1989,1,2,569,3,3,2,80,0,0,0,396,0,0,0,0,0,8,2009,8,4,275000
20,3,77,8593,1,0,0,3,0,4,0,12,2,2,0,2,4,6,1957,1957,3,1,8,8,0,0,3,3,1,3,3,1,3,288,1,0,619,907,1,5,1,4,907,0,0,907,0,0,1,0,3,1,3,5,6,0,0,6,1964,3,1,352,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2008,8,4,109008
20,3,64,6762,1,0,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,1,12,13,2,108,4,3,2,4,3,1,6,664,1,0,544,1208,1,5,1,4,1208,0,0,1208,1,0,2,0,2,1,2,6,6,0,0,2,2007,2,2,628,3,3,2,105,54,0,0,0,0,0,0,0,0,9,2007,6,5,195400
20,3,130,11457,1,0,0,3,0,0,0,23,2,2,0,2,6,5,1988,1988,1,1,6,6,0,0,3,3,1,4,3,2,6,1005,1,0,387,1392,1,3,1,4,1412,0,0,1412,1,0,2,0,3,1,2,6,6,1,3,2,1988,3,2,576,3,3,2,0,0,169,0,0,0,0,0,0,0,3,2009,8,4,175000
160,4,21,1680,1,0,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,6,2,232,3,3,1,3,3,1,5,387,1,0,96,483,1,3,1,4,483,504,0,987,0,0,1,1,2,1,3,4,6,0,0,6,1971,3,1,264,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2008,0,0,85400
50,4,60,5586,1,0,0,0,0,4,0,17,1,2,0,0,6,7,1920,1998,1,1,8,8,0,0,3,3,0,3,3,1,1,0,1,0,901,901,1,4,1,4,1088,110,0,1198,0,0,1,0,4,1,3,7,6,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,3,0,0,9,2008,3,0,79900
